Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Direction
0.241,1.262,-0.292,0.103,0.986,2.0677,-1
-0.074,0.796,-0.379,0.241,1.262,1.93805,-1
-0.754,-0.074,0.796,-0.379,0.241,2.08236,-1
-0.328,-0.754,-0.074,0.796,-0.379,1.98675,1
0.046,-0.328,-0.754,-0.074,0.796,2.07934,1
0.829,0.046,-0.328,-0.754,-0.074,3.15247,-1
-0.557,0.829,0.046,-0.328,-0.754,2.07654,-1
-0.912,-0.786,-0.557,0.829,0.046,2.54815,1
0.365,-0.912,-0.786,-0.557,0.829,2.42472,1
0.055,0.365,-0.912,-0.786,-0.557,1.97302,1
0.028,0.055,0.365,-0.912,-0.786,2.02222,1
0.101,0.002,0.028,0.055,0.365,2.10698,1
0.092,0.887,0.101,0.002,0.028,2.09752,-1
-0.172,0.092,0.887,0.101,0.002,2.09749,-1
-0.997,-0.172,0.092,0.887,0.101,2.34142,-1
-0.41,-1.489,-0.997,-0.172,0.092,2.79203,1
0.37,-0.41,-1.489,-0.997,-0.172,2.12608,-1
-0.717,0.37,-0.41,-1.489,-0.997,2.19599,-1
-0.207,-0.717,0.37,-0.41,-1.489,2.29904,-1
-0.607,-0.207,-0.717,0.37,-0.41,2.49128,-1
-0.071,-0.607,-0.207,-0.717,0.37,2.35115,1
0.827,-0.071,-0.607,-0.207,-0.717,2.18894,1
0.297,0.827,-0.071,-0.607,-0.207,2.05457,-1
-1.005,0.297,0.827,-0.071,-0.607,2.19701,1
1.496,-1.005,0.297,0.827,-0.071,2.70359,-1
-1.502,1.496,-1.005,0.297,0.827,2.61725,1
1.678,0.152,-1.502,1.496,-1.005,2.19779,-1
-0.237,1.678,0.152,-1.502,1.496,2.31247,-1
-0.431,-0.237,1.678,0.152,-1.502,2.46775,-1
-1.048,-0.431,-0.237,1.678,0.152,2.39537,1
1.655,-1.048,-0.431,-0.237,1.678,2.3794,1
0.718,1.655,-1.048,-0.431,-0.237,2.56747,-1
-0.352,0.718,1.655,-1.048,-0.431,2.45785,1
0.998,-0.352,0.718,1.655,-1.048,2.64809,1
0.426,0.998,-0.352,0.718,1.655,2.71663,1
0.016,0.426,0.998,-0.352,0.718,2.05051,1
0.219,0.016,0.426,0.998,-0.352,1.98758,-1
-0.345,0.219,0.016,0.426,0.998,1.96505,1
0.169,-0.345,0.219,0.016,0.426,2.21446,1
0.845,0.169,-0.345,0.219,0.016,2.37846,1
0.305,0.845,0.169,-0.345,0.219,1.77314,-1
-0.078,0.305,0.845,0.169,-0.345,1.89978,-1
0.179,-0.385,-0.078,0.305,0.845,2.12158,1
0.44,0.941,0.179,-0.385,-0.078,2.45329,1
0.508,0.527,0.44,0.941,0.179,2.29142,1
0.347,0.508,0.527,0.44,0.941,1.9854,1
0.209,0.347,0.508,0.527,0.44,0.72494,-1
-0.851,0.209,0.347,0.508,0.527,2.0169,1
0.002,-0.851,0.209,0.347,0.508,2.26834,-1
-0.636,0.002,-0.851,0.209,0.347,2.37469,1
1.216,-0.636,0.002,-0.851,0.209,2.61483,1
0.032,1.216,-0.636,0.002,-0.851,2.12558,-1
-0.236,0.032,1.216,-0.636,0.002,2.32584,1
-0.501,0.128,-0.236,0.032,1.216,2.09383,-1
0.281,-0.122,-0.501,0.128,-0.236,1.89629,1
0.084,0.281,-0.122,-0.501,0.128,1.87655,1
0.555,0.084,0.281,-0.122,-0.501,2.39002,1
0.419,0.555,0.084,0.281,-0.122,2.14552,-1
-0.141,0.419,0.555,0.084,0.281,2.18059,-1
-0.285,-0.141,0.419,0.555,0.084,2.58419,-1
-0.024,-0.584,-0.285,-0.141,0.419,1.99669,1
0.422,0.252,-0.024,-0.584,-0.285,1.8885,1
0.043,0.422,0.252,-0.024,-0.584,1.28581,-1
-0.955,0.043,0.422,0.252,-0.024,1.54047,1
-0.298,0.13,-0.955,0.043,0.422,1.38254,-1
